AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"DAUM, Antonin","(b. 1864, Bitche, d. 1930, Nancy)",Cyclamen vase,1903,"Lined glass, etched with acid, 42 x 29 cm","Musée Fin-de-Siècle, Brussels",https://www.wga.hu/html/d/daum/vase2.html,glassware,other,French,1851-1900
"DAUM, Antonin","(b. 1864, Bitche, d. 1930, Nancy)",Vase,c. 1910,"Flashed glass, etched","Neues Museum, Weimar",https://www.wga.hu/html/d/daum/vase3.html,glassware,other,French,1851-1900
"DECAMPS, Alexandre Gabriel","(b. 1803, Paris, d. 1860, Fontainebleau)",Cart Horses,1830,"Watercolour and bodycolour on paper, 222 x 315 mm","Wallace Collection, London",https://www.wga.hu/html/d/decamps/carthors.html,painting,other,French,1801-1850
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Ballet at the Paris Opéra,1877,"Pastel over monotype on cream laid paper, 359 x 719 mm","Art Institute, Chicago",https://www.wga.hu/html/d/degas/3/1870s_671.html,painting,other,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",The Star,1879-81,"Pastel on cream wove paper, edge mounted on board, 733 x 574 mm","Art Institute, Chicago",https://www.wga.hu/html/d/degas/3/1870s_761.html,painting,genre,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Café Singer,1879,"Oil on canvas, 54 x 82 cm","Art Institute, Chicago",https://www.wga.hu/html/d/degas/3/1870s_762.html,painting,genre,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",After the Bath,c. 1895,"Oil on canvas, 66 x 82 cm","J. Paul Getty Museum, Los Angeles",https://www.wga.hu/html/d/degas/5/1890s_031.html,painting,genre,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Self-Portrait before the Priory,1921,Oil on canvas,"Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/1selfpor.html,painting,portrait,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Homage to Cézanne,1900,"Oil on canvas, 182 x 244 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/d/denis_m/2homage.html,painting,other,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Cycle of The Legend of St Hubert,1897,"Oil on canvas, 225 x 175 cm (each panel)","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Room with the Cycle of The Legend of St Hubert,1897,Photo,"Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle_.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 1. Departure,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle1.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 2. The Release of the Dogs,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle2.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 3. The Good Go,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle3.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 4. The Miracle,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle4.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 5. The Default,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle5.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 6. The Hellish Hunt,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle6.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Legend of St Hubert: 7. Arrival at the Hermitage,1897,"Oil on canvas, 225 x 175 cm","Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/cycle7.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Nude with Bouquet of Violets,1884,"Oil on canvas, 55 x 75 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/d/denis_m/nude.html,painting,genre,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Portrait of Yvonne Lerolle in three views,1897,"Oil on canvas, 170 x 110 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/d/denis_m/portrait.html,painting,portrait,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche,1908,Photo,"The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche1.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 1. Eros is Struck by Psyche's Beauty,1908,"Oil on canvas, 394 x 270 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche2.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 2. Zephyr Transporting Psyche to the Island of Delight,1908,"Oil on canvas, 395 x 268 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche3.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 3. Psyche Discovers that Her Mysterious Lover is Eros,1908,"Oil on canvas, 395 x 275 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche4.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 4. The Vengeance of Venus,1908,"Oil on canvas, 395 x 272 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche5.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 5. Jupiter bestows Immortality on Psyche,1908,"Oil on canvas, 397 x 272 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche6.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 6. Psyche's Kin Bid Her Farewell on a Mountain Top,1908,"Oil on canvas, 200 x 275 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche7.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",The Story of Psyche: 7. Cupid Carrying Psyche Up to Heaven,1908,"Oil on canvas, 180 x 265 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/d/denis_m/psyche8.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Springtime,1894-99,"Oil on canvas, 81 x 98 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/denis_m/spring.html,painting,mythological,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Saint George and the Dragon,1910,"Oil on canvas, 76 x 131 cm","Musée des Beaux-Arts, Angers",https://www.wga.hu/html/d/denis_m/stgeorge.html,painting,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Interior view,1912-13,Photo,"Théatre des Champs Élysées, Paris",https://www.wga.hu/html/d/denis_m/theatre1.html,painting,interior,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Cupola decoration in the Théatre des Champs Élysées (model),1911-12,Photo,"Musée d'Orsay, Paris",https://www.wga.hu/html/d/denis_m/theatre2.html,painting,interior,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Cupola decoration in the Théatre des Champs Élysées (model),1911-12,Photo,"Musée d'Orsay, Paris",https://www.wga.hu/html/d/denis_m/theatre3.html,painting,interior,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Interior view,1912-13,Photo,"Théatre des Champs Élysées, Paris",https://www.wga.hu/html/d/denis_m/theatre4.html,painting,interior,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Presentation in the Temple in Florence - Morning at Fiesole,1898,Stained glass window,"Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/window1.html,stained-glass,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Presentation in the Temple in Florence - The Presentation,1898,Stained glass window,"Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/window2.html,stained-glass,religious,French,1851-1900
"DENIS, Maurice","(b. 1870, Granville, d. 1943, Paris)",Presentation in the Temple in Florence - Evening at Fiesole,1898,Stained glass window,"Musée Départemental du Prieuré, Saint-Germain-en-Laye",https://www.wga.hu/html/d/denis_m/window3.html,stained-glass,religious,French,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Castell dels Tres Dragons: general view,1887-88,Photo,"Parc de la Ciutadella, Barcelona",https://www.wga.hu/html/d/domenech/3dragons.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Navàs: exterior,1901-08,Photo,"Plaça del Mercadal, Reus",https://www.wga.hu/html/d/domenech/casanav1.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Navàs: exterior,1901-08,Photo,"Plaça del Mercadal, Reus",https://www.wga.hu/html/d/domenech/casanav2.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Navàs: gallery,1901-08,Photo,"Plaça del Mercadal, Reus",https://www.wga.hu/html/d/domenech/casanav3.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Navàs: interior,1901-08,Photo,"Plaça del Mercadal, Reus",https://www.wga.hu/html/d/domenech/casanav4.html,architecture,interior,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Fuster: exterior view,1908,Photo,"Passeig de Gràcia 132, Barcelona",https://www.wga.hu/html/d/domenech/cfuster1.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Casa Fuster: exterior view,1908,Photo,"Passeig de Gràcia 132, Barcelona",https://www.wga.hu/html/d/domenech/cfuster2.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Hospital de la Santa Creu i Sant Pau: main façade,1910,Photo,"Carrer de Sant Quintí 89, Barcelona",https://www.wga.hu/html/d/domenech/hospital.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",View of the façade,1905-08,Photo,"Palau de la Música Catalana, Barcelona",https://www.wga.hu/html/d/domenech/musica1.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Detail of the entrance,1905-08,Photo,"Palau de la Música Catalana, Barcelona",https://www.wga.hu/html/d/domenech/musica2.html,architecture,other,Catalan,1851-1900
"DOMÈNECH I MONTANER, Lluís","(b. 1849, Barcelona, d. 1923, Barcelona)",Interior view,1905-08,Photo,"Palau de la Música Catalana, Barcelona",https://www.wga.hu/html/d/domenech/musica3.html,architecture,interior,Catalan,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",'Bamboo' Motif Teacup and Saucer,c. 1875,"Hand-painted porcelain, diameter 8 cm (cup), 12 cm (saucer)","Los Angeles County Museum of Art, Los Angeles",https://www.wga.hu/html/d/dresser/1cerami1.html,ceramics,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Bottle vase,c. 1882,"Glazed earthenware, height 24 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/dresser/1cerami2.html,ceramics,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Jug,1892-96,"Glazed earthenware, height 24 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/dresser/1cerami3.html,ceramics,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Soup Plate in Persia Pattern,1870s,Glazed earthenware,"Brooklyn Museum, New York",https://www.wga.hu/html/d/dresser/1cerami4.html,ceramics,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Soup Plate in Persia Pattern,1870s,Glazed earthenware,"Brooklyn Museum, New York",https://www.wga.hu/html/d/dresser/1cerami5.html,ceramics,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Claret pitcher,1881-82,"Glass, silver, ebony","Museum für Angewandte Kunst, Cologne",https://www.wga.hu/html/d/dresser/2glass1.html,glassware,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Pitcher,c. 1881,"Silver-plate, ivory, height 21 cm, diameter 15 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/dresser/3metal1.html,metalwork,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Candlestick,1883,"Brass and wood, 15 x 11 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/dresser/3metal2.html,metalwork,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Side chair,c. 1870,"Gilt, ebonized and carved wood, modern green plush, 64 x 64 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/d/dresser/4furnit1.html,furniture,other,Scottish,1851-1900
"DRESSER, Christopher","(b. 1834, Glasgow, d. 1904, Mulhouse)",Cabinet,c. 1880,"Ebonized and gilded mahogany, 198 x 135 x 41 cm","Institute of Arts, Detroit",https://www.wga.hu/html/d/dresser/4furnit2.html,furniture,other,Scottish,1851-1900
"DUBOIS, Fernand","(b. 1861, Renaix, d. 1939, Sosoye)",Five-branch candelabra,c. 1899,"Gilt bronze, height 55 cm","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/d/dubois_f/candelab.html,metalwork,study,Belgian,1851-1900
"DUBOIS, Fernand","(b. 1861, Renaix, d. 1939, Sosoye)",Wedding box,1897,"Ivory, silvered bronze, wood and plaster","Musées Royaux d'Art et d'Histoire, Brussels",https://www.wga.hu/html/d/dubois_f/weddingb.html,metalwork,study,Belgian,1851-1900
"DUQUESNEY, François-Alexandre","(b. 1790, Paris, d. 1849, Paris)",General view,1847-52,Photo,"Gare de l'Est, Paris",https://www.wga.hu/html/d/duquesne/garelest.html,architecture,other,French,1801-1850
"DURRIO, Paco","(b. 1868, Valladolid, d. 1940, Paris)",Pendant,before 1904,"Cast silver, 6,5 x 6,2 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/d/durrio/pendant.html,metalwork,other,Spanish,1851-1900
"DURRIO, Paco","(b. 1868, Valladolid, d. 1940, Paris)",Anthropomorphic Pot,1900-05,"Enamelled stoneware, 38 x 24 cm cm","Musée d'Orsay, Paris",https://www.wga.hu/html/d/durrio/pot.html,ceramics,other,Spanish,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Linen closet,c. 1900,"Cherry, birds eye maple, oak, brass","Hessisches Landesmuseum, Darmstadt",https://www.wga.hu/html/e/eckmann/furnitur.html,furniture,other,German,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Cover of Die Woche,1914,Lithograph,"Münchner Stadtbibliothek, Munich",https://www.wga.hu/html/e/eckmann/litho1.html,graphics,other,German,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Eckmann font family (specimen),1900,Lithograph,Private collection,https://www.wga.hu/html/e/eckmann/litho2.html,graphics,study,German,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Five Swans,1897,"Tapestry, wool, 235 x 75 cm","Museum of Applied Arts, Budapest",https://www.wga.hu/html/e/eckmann/tapestry.html,tapestry,other,German,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Vase,c. 1898,"Porcelain and bronze, height 54 cm","Museum für Kunst und Gewerbe, Hamburg",https://www.wga.hu/html/e/eckmann/vase.html,ceramics,other,German,1851-1900
"ECKMANN, Otto","(b. 1865, Hamburg, d. 1902, Badenweiler)",Night Herons,1896,"Colour woodcut, printed in watercolour on Japanese vellum, 265 x 460 mm","Los Angeles County Museum of Art, Los Angeles",https://www.wga.hu/html/e/eckmann/woodcut.html,graphics,other,German,1851-1900
"EIFFEL, Gustave","(b. 1832, Dijon, d. 1923, Paris)",Eiffel Tower,1887-89,Photo,"Champ de Mars, Paris",https://www.wga.hu/html/e/eiffel/e-tower1.html,architecture,other,French,1851-1900
"EIFFEL, Gustave","(b. 1832, Dijon, d. 1923, Paris)",Eiffel Tower,1887-89,Photo,"Champ de Mars, Paris",https://www.wga.hu/html/e/eiffel/e-tower2.html,architecture,other,French,1851-1900
"EIFFEL, Gustave","(b. 1832, Dijon, d. 1923, Paris)",Street view,1875,Photo,"Nyugati Railway Station, Budapest",https://www.wga.hu/html/e/eiffel/nyugati.html,architecture,other,French,1851-1900
"EIFFEL, Gustave","(b. 1832, Dijon, d. 1923, Paris)",View of the bridge,1877,Photo,"Maria Pia Bridge, Porto",https://www.wga.hu/html/e/eiffel/porto.html,architecture,other,French,1851-1900
"EISENLOEFFEL, Jan","(b. 1876, Amsterdam, d. 1957, Laren)",Coffee pot,1900-02,"Silver, enamel",Hessisches Landesmuseum Darmstadt,https://www.wga.hu/html/e/eisenloe/coffeepo.html,metalwork,other,Dutch,1851-1900
"EISENLOEFFEL, Jan","(b. 1876, Amsterdam, d. 1957, Laren)",Kettle and stand,1903-08,"Copper, total height 78 cm","British Museum, London",https://www.wga.hu/html/e/eisenloe/kettle.html,metalwork,other,Dutch,1851-1900
"EISENLOEFFEL, Jan","(b. 1876, Amsterdam, d. 1957, Laren)",Tea set,1919-21,"Silver, enamel, lapis lazuli, horn, teapot height 16 cm","Centraal Museum, Utrecht",https://www.wga.hu/html/e/eisenloe/tea_set.html,metalwork,other,Dutch,1851-1900
"EISENLOEFFEL, Jan","(b. 1876, Amsterdam, d. 1957, Laren)",Teapot with rechaud,1900-02,"Brass, rattan, wood","Museum für Angewandte Kunst, Cologne",https://www.wga.hu/html/e/eisenloe/teapot.html,metalwork,other,Dutch,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Furniture,1910s,Wood,"Bröhan Museum, Berlin",https://www.wga.hu/html/e/endell/furnitu1.html,furniture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Table,c. 1897,"Waxed oak, 68 x 55 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/e/endell/furnitu2.html,furniture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Hackesche Höfe: first courtyard,1906-07,Photo,"Rosenthaler Straße 40-41, Berlin-Mitte",https://www.wga.hu/html/e/endell/hackesch1.html,architecture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Hackesche Höfe: front building,1906-07,Photo,"Rosenthaler Straße 40-41, Berlin-Mitte",https://www.wga.hu/html/e/endell/hackesch2.html,architecture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Hackesche Höfe: lower ballroon,1906-07,Photo,"Rosenthaler Straße 40-41, Berlin-Mitte",https://www.wga.hu/html/e/endell/hackesch3.html,architecture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Haus am Steinplatz: exterior,1906-07,Photo,"Uhlandstraße 197, Berlin-Charlottenburg",https://www.wga.hu/html/e/endell/steinpla.html,architecture,other,German,1851-1900
"ENDELL, August","(b. 1871, Berlin, d. 1925, Berlin)",Trabrennbahn (trotting racecourse): aerial view,1911-13,Photo,"Mariendorfer Damm, Berlin,",https://www.wga.hu/html/e/endell/trotting.html,architecture,other,German,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",The Oyster Eater,1882,"Oil on canvas, 207 x 151 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/html/e/ensor/eateroys.html,painting,genre,Belgian,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",Christ's Entry into Brussels in 1889,1888,"Oil on canvas, 253 x 431 cm","J. Paul Getty Museum, Los Angeles",https://www.wga.hu/html/e/ensor/entry.html,painting,religious,Belgian,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",The Intrigue,1890,"Oil on canvas, 90 x 149 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/html/e/ensor/intrigue.html,painting,other,Belgian,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",Astonishment of the Mask Wouse,1889,"Oil on canvas, 109 x 131 cm","Koninklijk Museum voor Schone Kunsten, Antwerp",https://www.wga.hu/html/e/ensor/mask1.html,painting,other,Belgian,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",Old Lady with Masks,1889,"Oil on canvas, 55 x 47 cm","Museum voor Schone Kunsten, Ghent",https://www.wga.hu/html/e/ensor/mask2.html,painting,portrait,Belgian,1851-1900
"ENSOR, James","(b. 1860, Oostende, d. 1949, Oostende)",Tribulations of St Anthony,1887,"Oil on canvas, 118 168 cm","Museum of Modern Art, New York",https://www.wga.hu/html/e/ensor/tribulat.html,painting,religious,Belgian,1851-1900
"EVENEPOEL, Henri","(b. 1872, Nice. d. 1899, Paris)",Henriette with Large Hat,1899,"Oil on canvas, 72 x 58 cm","Musées Royaux des Beaux Arts, Brussels",https://www.wga.hu/html/e/evenepoe/henriett.html,painting,portrait,Belgian,1851-1900
"EVENEPOEL, Henri","(b. 1872, Nice. d. 1899, Paris)",Au square (To the Square),1897,"Colour lithograph, 330 x 231 mm","British Museum, London",https://www.wga.hu/html/e/evenepoe/lithogra.html,graphics,study,Belgian,1851-1900
"EVENEPOEL, Henri","(b. 1872, Nice. d. 1899, Paris)",In the Café d'Harcourt in Paris,1897,"Oil on canvas, 114 x 148 cm","Städelsches Kunstinstitut, Frankfurt",https://www.wga.hu/html/e/evenepoe/paris1.html,painting,interior,Belgian,1851-1900
"EVENEPOEL, Henri","(b. 1872, Nice. d. 1899, Paris)",At the Moulin Rouge,1897,"Oil on canvas, 73 x 60 cm","Museum of Fine Arts, Houston",https://www.wga.hu/html/e/evenepoe/paris2.html,painting,interior,Belgian,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Allegory of painting,1900,"Oil on canvas, 277 x 103 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/f/feure/allegory.html,graphics,mythological,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Costume Design,-,"Tempera, 25 x 13 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/f/feure/costume.html,painting,study,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Settee,c. 1900,"Gilded birch, 98 x 116 x 53 cm",Private collection,https://www.wga.hu/html/f/feure/furnitu1.html,furniture,other,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Furniture and wallpaper,c. 1900,Gilt wood,"Designmuseum Danmark, Copenhagen",https://www.wga.hu/html/f/feure/furnitu2.html,furniture,other,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Furniture Designs,-,"Watercolour, 276 x 425 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/f/feure/furnitu3.html,furniture,other,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Jane Derval. Folies-Bergère,1904,"Colour lithograph, 150 x 110 cm","Gallica, Bibliothèque Nationale, Paris",https://www.wga.hu/html/f/feure/litho1.html,graphics,portrait,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Edmée Lescot,1900,Colour lithograph,"Gallica, Bibliothèque Nationale, Paris",https://www.wga.hu/html/f/feure/litho2.html,graphics,portrait,French,1851-1900
"FEURE, Georges de","(b. 1868, Paris, d. 1928, Paris)",Stained glass window,c. 1900,"Leaded glass with enamel, 221 x 70 cm",Private collection,https://www.wga.hu/html/f/feure/window.html,stained-glass,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)",Boutique of Georges Fouquet,1901,Photo,"Musée Carnavalet, Paris",https://www.wga.hu/html/f/fouquet_g/boutiqu1.html,architecture,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)",Boutique of Georges Fouquet: storefront,1901,Photo,"6, rue Royale, Paris",https://www.wga.hu/html/f/fouquet_g/boutiqu2.html,architecture,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)",Brooch,1901,"Gold and enamel, 6 x 13 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/f/fouquet_g/jewel1.html,metalwork,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)",Pendant,c. 1900,"Gold, enamel, mother-of-pearl, opal, emerald, coloured stones, gold paint, 165 × 64 × 13 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/f/fouquet_g/jewel2.html,metalwork,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)",Orchid brooch,1898-1901,"Gold, ruby, precious stone, pearl, enamel, 100 x 105 x 25 mm","Sainsbury Centre for Visual Arts, University of East Anglia, Norwich",https://www.wga.hu/html/f/fouquet_g/jewel3.html,metalwork,other,French,1851-1900
"FOUQUET, Georges","(b. 1862, Paris, d. 1957, Paris)","""Cascade"" Pendant",c. 1900,"Gold, open enamel on spangles, opals, diamonds and baroque pearl, 12 x 5 cm","Petit Palais, Paris",https://www.wga.hu/html/f/fouquet_g/jewel4.html,metalwork,other,French,1851-1900
"FOWKE, Francis","(b. 1823, Ballysillan, d. 1865, London)",Exterior view,opened 1871,Photo,"Royal Albert Hall, London",https://www.wga.hu/html/f/fowke/albert1.html,architecture,other,Irish,1851-1900
"FOWKE, Francis","(b. 1823, Ballysillan, d. 1865, London)",Exterior view,opened 1871,Photo,"Royal Albert Hall, London",https://www.wga.hu/html/f/fowke/albert2.html,architecture,other,Irish,1851-1900
