AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",General view,1852-56,Photo,"Église Saint-Martial, Angoulême",https://www.wga.hu/html/a/abadie/angoule1.html,architecture,religious,French,1851-1900
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",Exterior view,1858-69,Photo,"Town Hall, Angoulême",https://www.wga.hu/html/a/abadie/angoule2.html,architecture,religious,French,1851-1900
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",View of the Tour de Lusignan,1858-69,Photo,"Town Hall, Angoulême",https://www.wga.hu/html/a/abadie/angoule3.html,architecture,religious,French,1851-1900
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",General view,1875-1919,Photo,"Sacré-Coeur, Paris",https://www.wga.hu/html/a/abadie/sacreco1.html,architecture,religious,French,1851-1900
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",Exterior view,1875-1919,Photo,"Sacré-Coeur, Paris",https://www.wga.hu/html/a/abadie/sacreco2.html,architecture,religious,French,1851-1900
"ABADIE, Paul","(b. 1812, Paris, d. 1884, Chatou)",Interior view,1875-1919,Photo,"Sacré-Coeur, Paris",https://www.wga.hu/html/a/abadie/sacreco3.html,architecture,religious,French,1851-1900
"ALENZA Y NIETO, Leonardo","(b. 1807, Madrid, d. 1845, Madrid)",Satire on Romantic Suicide,c. 1839,"Oil on canvas, 35 x 26 cm","Museo Romántico, Madrid",https://www.wga.hu/html/a/alenza/satire1.html,painting,genre,Spanish,1801-1850
"ALENZA Y NIETO, Leonardo","(b. 1807, Madrid, d. 1845, Madrid)",Triumph of David,1842,Oil on canvas,"Museo de la Real Academia de San Fernando, Madrid",https://www.wga.hu/html/a/alenza/triumph.html,painting,religious,Spanish,1801-1850
"ANDRÉ, Émile","(b. 1871, Nancy, d. 1933, Nancy)",Double door,1901,"Mahogany, glass, chased gilded bronze, 198 x 182 x 7 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/a/andre/d_door.html,furniture,other,French,1851-1900
"ANDRÉ, Émile","(b. 1871, Nancy, d. 1933, Nancy)",Villa Les Glycines,1902-04,Photo,"Parc de Saurupt, Nancy",https://www.wga.hu/html/a/andre/glycines.html,architecture,other,French,1851-1900
"ASHBEE, Charles Robert","(b. 1863, Isleworth, d. 1942, Godden Green, Kent)",Cabinet,c. 1905,"Walnut stand, sycamore carcase and cedar drawers, 139 x 107 x 63 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/a/ashbee/cabinet.html,furniture,other,English,1851-1900
"ASHBEE, Charles Robert","(b. 1863, Isleworth, d. 1942, Godden Green, Kent)",Porringer,1925,"Silver, agate","Hessisches Landesmuseum, Darmstadt",https://www.wga.hu/html/a/ashbee/metal1.html,metalwork,other,English,1851-1900
"ASHBEE, Charles Robert","(b. 1863, Isleworth, d. 1942, Godden Green, Kent)",Covered Soup Tureen and Ladle,1890-93,"Electroplated nickel silver and copper, height 39 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/a/ashbee/metal2.html,metalwork,other,English,1851-1900
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",Exterior view,1898,Photo,"Blackwell, Bowness-on-Windermere, Cumbria",https://www.wga.hu/html/b/baillie/blackwe1.html,architecture,other,English,1851-1900
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",Interior view,1898,Photo,"Blackwell, Bowness-on-Windermere, Cumbria",https://www.wga.hu/html/b/baillie/blackwe2.html,architecture,interior,English,1851-1900
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",Exterior view,c. 1900,Photo,"64 Meadway, Hampstead Garden Suburb, London",https://www.wga.hu/html/b/baillie/countryh.html,architecture,other,English,1851-1900
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",Armchair,c. 1905,"Solid blackened pear, moulded and carved, mother-of-pearl and ivory inlays, 188 x 66 x 62 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/b/baillie/furnitu1.html,furniture,other,English,1851-1900
"BAILLIE SCOTT, Mackay Hugh","(b. 1865, Ramsgate, d. 1945, Brighton)",Music Cabinet,c. 1898,"Oak, pine, and brass, 144 x 75 x 38 cm","Los Angeles County Museum of Art, Los Angeles",https://www.wga.hu/html/b/baillie/furnitu2.html,furniture,other,English,1851-1900
"BALAT, Alphonse","(b. 1818, Gochenée, d. 1895, Ixelles)",Palais Van Assche,1856-58,Photo,"Rue de la Science, Brussels",https://www.wga.hu/html/b/balat/assche.html,architecture,other,Belgian,1851-1900
"BALAT, Alphonse","(b. 1818, Gochenée, d. 1895, Ixelles)",Royal Greenhouses: Winter Garden,1874-95,Photo,"Laeken, Brussels",https://www.wga.hu/html/b/balat/garden_w.html,architecture,other,Belgian,1851-1900
"BALAT, Alphonse","(b. 1818, Gochenée, d. 1895, Ixelles)",Royal Greenhouses: Winter Garden (internal view),1874-95,Photo,"Laeken, Brussels",https://www.wga.hu/html/b/balat/garden_x.html,architecture,other,Belgian,1851-1900
"BALAT, Alphonse","(b. 1818, Gochenée, d. 1895, Ixelles)",Greenhouse,1853,Photo,"National Botanical Garden, Meise",https://www.wga.hu/html/b/balat/greenhou.html,architecture,other,Belgian,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)",General view,1860-68,Photo,"Église Saint-Augustin, Paris",https://www.wga.hu/html/b/baltard/victor/augusti1.html,architecture,other,French,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)",View of the façade,1860-68,Photo,"Église Saint-Augustin, Paris",https://www.wga.hu/html/b/baltard/victor/augusti2.html,architecture,other,French,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)",Interior view,1860-68,Photo,"Église Saint-Augustin, Paris",https://www.wga.hu/html/b/baltard/victor/augusti3.html,architecture,interior,French,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)","View of Les Halles, Paris",1870,Photo,"Musée d'Orsay, Paris",https://www.wga.hu/html/b/baltard/victor/halles1.html,architecture,other,French,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)","Bird's-Eye View of Les Halles, Paris",1863,Print,"Library of Congress, Washington",https://www.wga.hu/html/b/baltard/victor/halles2.html,architecture,other,French,1851-1900
"BALTARD, Victor","(b. 1805, Paris, d. 1874, Paris)",Pavilion Baltard,1870,Photo,Nogent-sur-Marne (Val-de-Marne),https://www.wga.hu/html/b/baltard/victor/pavilion.html,architecture,other,French,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Cappella Lanza di Scalea,1900,Photo,"Cemetery of Santa Maria di Gesù, Palermo",https://www.wga.hu/html/b/basile/cemeter1.html,architecture,religious,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",View of the cemetery,1900,Photo,"Cemetery of Santa Maria di Gesù, Palermo",https://www.wga.hu/html/b/basile/cemeter2.html,architecture,religious,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Chiosco Ribaudo,1894,Photo,"Piazza Verdi, Palermo",https://www.wga.hu/html/b/basile/chiosco.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Villino Florio: Exterior view,1907-09,Photo,"Viale Regina Margherita 38, Palermo",https://www.wga.hu/html/b/basile/florio1.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Villino Florio: Exterior view,1907-09,Photo,"Viale Regina Margherita 38, Palermo",https://www.wga.hu/html/b/basile/florio2.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Hotel Villa Igiea: exterior view,1899-1900,Photo,"Salita Belmonte, 43, Palermo",https://www.wga.hu/html/b/basile/igiea1.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Hotel Villa Igiea: view from the harbour,1899-1900,Photo,"Salita Belmonte, 43, Palermo",https://www.wga.hu/html/b/basile/igiea2.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Hotel Villa Igiea: ballroom,1899-1900,Photo,"Salita Belmonte, 43, Palermo",https://www.wga.hu/html/b/basile/igiea3.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Hotel Villa Igiea: view from the garden,1899-1900,Photo,"Salita Belmonte, 43, Palermo",https://www.wga.hu/html/b/basile/igiea4.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Hotel Villa Igiea: view from the garden,1899-1900,Photo,"Salita Belmonte, 43, Palermo",https://www.wga.hu/html/b/basile/igiea5.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Cassa di Risparmio: façade,1907-12,Photo,"Piazza Borsa, Palermo",https://www.wga.hu/html/b/basile/risparmio.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Teatro Massimo: general view,1875-97,Photo,"Piazza Giuseppe Verdi, Palermo",https://www.wga.hu/html/b/basile/teatro1.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Teatro Massimo: interior,1875-97,Photo,"Piazza Giuseppe Verdi, Palermo",https://www.wga.hu/html/b/basile/teatro2.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Villino Ida Basile: general view,1903-04,Photo,"Via Siracusa 15, Palermo",https://www.wga.hu/html/b/basile/villino1.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Villino Ida Basile: entrance door (detail),1903-04,Photo,"Via Siracusa 15, Palermo",https://www.wga.hu/html/b/basile/villino2.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: backside view,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec1.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: backside view,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec2.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: Courtyard of Honour,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec3.html,architecture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec4.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec5.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec6.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec7.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Palazzo Montecitorio: interior,1902-14,Photo,"Piazza del Parlamento, Rome",https://www.wga.hu/html/b/basile/xmontec8.html,architecture,interior,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Art Nouveau dining set,c. 1900,Wood,Private collection,https://www.wga.hu/html/b/basile/zfurnit1.html,furniture,other,Italian,1851-1900
"BASILE, Ernesto","(b. 1857, Palermo, d. 1932, Palermo)",Chair,1902,"Carved and joined stained wood with caned seat, 91 x 52 x 48 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/basile/zfurnit2.html,furniture,other,Italian,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Le Dèbris d'un Poète,c. 1892,"Pen and black ink and grey wash on paper, 352 x 124 mm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/beardsle/beards01.html,graphics,study,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",The Wagnerites,1894,"Pen and India ink, heightened with white, on paper, 206 x 177 mm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/beardsle/beards02.html,graphics,genre,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",The Climax,1894,"Process print from line block, 227 x 164 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/b/beardsle/beards03.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",The Dancer's Reward,1894,"Line block print on Japanese vellum, 342 x 272 mm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/beardsle/beards04.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Book cover,1894,Lithograph,"British Library, London",https://www.wga.hu/html/b/beardsle/beards05.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Book illustration,1894,Lithograph,"British Library, London",https://www.wga.hu/html/b/beardsle/beards06.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",The Yellow Book,1894,Lithograph,"British Library, London",https://www.wga.hu/html/b/beardsle/beards07.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",The Toilet,1895-96,"Pen and black ink, traces of graphite underdrawing, 256 x 174 mm (sheet)","Museum of Art, Cleveland",https://www.wga.hu/html/b/beardsle/beards08.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Cover of the magazine The Savoy,1896,Lithograph,"Philadelphia Museum of Art, Library, Philadelphia",https://www.wga.hu/html/b/beardsle/beards09.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Cover of the magazine The Savoy,1896,Lithograph,"Philadelphia Museum of Art, Library, Philadelphia",https://www.wga.hu/html/b/beardsle/beards10.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Lysistrata shielding her Coynte,1896,"Collotype print, 259 x 175 mm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/beardsle/beards11.html,graphics,other,English,1851-1900
"BEARDSLEY, Aubrey Vincent","(b. 1872, Brighton, d. 1898, Menton)",Isolde,1899,"Four-colour line etching, 178 x 126 mm","Library of Congress, Washington",https://www.wga.hu/html/b/beardsle/beards12.html,graphics,other,English,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Haus Behrens: exterior view,1900-01,Photo,"Mathildenhöhe, Alexandraweg 17, Darmstadt",https://www.wga.hu/html/b/behrens/1darmstadt1.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Haus Behrens: exterior view,1900-01,Photo,"Mathildenhöhe, Alexandraweg 17, Darmstadt",https://www.wga.hu/html/b/behrens/1darmstadt2.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Haus Behrens: exterior view,1900-01,Photo,"Mathildenhöhe, Alexandraweg 17, Darmstadt",https://www.wga.hu/html/b/behrens/1darmstadt3.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Haus Behrens: entrance door,1900-01,Photo,"Mathildenhöhe, Alexandraweg 17, Darmstadt",https://www.wga.hu/html/b/behrens/1darmstadt4.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",AEG site: assembly hall for large machines,1912,Photo,"Hussitenstrasse, Wedding, Berlin",https://www.wga.hu/html/b/behrens/2aeg1.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",AEG site: interior of assembly hall,1912,Photo,"Hussitenstrasse, Wedding, Berlin",https://www.wga.hu/html/b/behrens/2aeg2.html,architecture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",AEG Turbinenfabrik: assembly hall,1909,Photo,"Huttenstrasse 12, Moabit, Berlin",https://www.wga.hu/html/b/behrens/2aeg3.html,architecture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Former industry building: general view,1915-16,Photo,"Oberschöneweide, Berlin",https://www.wga.hu/html/b/behrens/2aeg31.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",AEG electric water kettle,1909,Metal,Private collection,https://www.wga.hu/html/b/behrens/2aeg4.html,metalwork,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Electric heater,1920,Copper,"Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",https://www.wga.hu/html/b/behrens/2aeg5.html,metalwork,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",AEG site: lights,1920-24,Photo,"Höchst Industrial Park, Frankfurt",https://www.wga.hu/html/b/behrens/2aeg6.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Poster,1907,"Colour lithograph, gold on black, 670 x 530 mm",Private collection,https://www.wga.hu/html/b/behrens/2aeg7.html,graphics,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",'Dem deutschen Volke',1909,Photo,"Reichstag, Berlin",https://www.wga.hu/html/b/behrens/2berlin.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Peter-Behrens-Bau: view from the west,1920-24,Photo,"Höchst Industrial Park, Frankfurt",https://www.wga.hu/html/b/behrens/3hoechst1.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Peter-Behrens-Bau: interior,1920-24,Photo,"Höchst Industrial Park, Frankfurt",https://www.wga.hu/html/b/behrens/3hoechst2.html,architecture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Peter-Behrens-Bau: interior,1920-24,Photo,"Höchst Industrial Park, Frankfurt",https://www.wga.hu/html/b/behrens/3hoechst3.html,architecture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Peter-Behrens-Bau: interior,1920-24,Photo,"Höchst Industrial Park, Frankfurt",https://www.wga.hu/html/b/behrens/3hoechst4.html,architecture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",New (Neolog) Synagogue: exterior view,1928-31,Photo,"Zilina, Slovakia",https://www.wga.hu/html/b/behrens/4zilina.html,architecture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",The Kiss (Der Kuss),1898,"Colour woodcut, 273 x 217 mm (image)","Museum of Art, Philadelphia",https://www.wga.hu/html/b/behrens/5woodcut1.html,graphics,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Butterflies on Water Lilies,1896,"Colour woodcut, 498 x 635 mm","Museum of Modern Art, San Francisco",https://www.wga.hu/html/b/behrens/5woodcut2.html,graphics,still-life,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Armchair and door,1900-01,"Wood, leather (chair), aluminium (door)","Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",https://www.wga.hu/html/b/behrens/6applied1.html,furniture,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Dining room,c. 1902,"Oak, metal, glas, porcelain","Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",https://www.wga.hu/html/b/behrens/6applied2.html,furniture,interior,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Vase,c. 1900,Earthenware,"Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",https://www.wga.hu/html/b/behrens/6applied3.html,ceramics,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Pitcher,c. 1902,"Glazed salt stoneware, height 33 cm, diameter 17 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/b/behrens/6applied4.html,ceramics,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Goblets from a set,1901,Glass,"Museum Künstlerkolonie, Darmstadt-Mathildenhöhe",https://www.wga.hu/html/b/behrens/6applied5.html,glassware,other,German,1851-1900
"BEHRENS, Peter","(b. 1868, Hamburg, d. 1940, Berlin)",Dinner service,1901-04,"Porcelain, silver, glass","Neues Museum, Weimar",https://www.wga.hu/html/b/behrens/ceramics.html,ceramics,other,German,1851-1900
"BENLLIURE, Mariano","(b. 1862, Valencia, d. 1947, Madrid)",Monument to General Arsenio Martínez-Campos,1907,"Flintstone, marble and bronze, 700 x 565 x 740 cm","El Retiro, Madrid",https://www.wga.hu/html/b/benlliur/monument.html,sculpture,historical,Spanish,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",De Burcht van Berlage: entrance,1898-1900,Photo,"Henri Polaklaan 9, Amsterdam",https://www.wga.hu/html/b/berlage/burcht1.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",De Burcht van Berlage: entrance hall,1898-1900,Photo,"Henri Polaklaan 9, Amsterdam",https://www.wga.hu/html/b/berlage/burcht2.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",De Burcht van Berlage: Council Room,1898-1900,Photo,"Henri Polaklaan 9, Amsterdam",https://www.wga.hu/html/b/berlage/burcht3.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: entrance,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang1.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: general view,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang2.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: general view,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang3.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: clock tower,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang4.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: concert hall,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang5.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: hall of the Chamber of Commerce,1898-1903,Photo,Damrak Amsterdam,https://www.wga.hu/html/b/berlage/exchang6.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Stock Exchange: Main Hall,1898-1903,Photo,"Damrak, Amsterdam",https://www.wga.hu/html/b/berlage/exchang7.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Hunting Lodge Sint Hubertus: general view,1914-20,Photo,"Nationaal Park De Hoge Veluwe, Otterlo",https://www.wga.hu/html/b/berlage/hunting1.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Hunting Lodge Sint Hubertus: general view,1914-20,Photo,"Nationaal Park De Hoge Veluwe, Otterlo",https://www.wga.hu/html/b/berlage/hunting2.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Kunstmuseum Den Haag: Exterior view,1935,Photo,"Stadhouderslaan 41, The Hague",https://www.wga.hu/html/b/berlage/kmuseum1.html,architecture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Kunstmuseum Den Haag: Central Hall,1927-35,Photo,"Stadhouderslaan 41, The Hague",https://www.wga.hu/html/b/berlage/kmuseum2.html,architecture,interior,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Sideboard from 'Villa Henny Suite',c. 1898,"Teak with carving, 205 x 202 x 85 cm","Rijksmuseum Kröller-Müller, Otterlo",https://www.wga.hu/html/b/berlage/zfurnit1.html,furniture,other,Dutch,1851-1900
"BERLAGE, Hendrik Petrus","(b. 1856, Amsterdam, d. 1934, Den Haag)",Chair,c. 1900,Wood,"Kunstmuseum Den Haag, The Hague",https://www.wga.hu/html/b/berlage/zfurnit2.html,furniture,other,Dutch,1851-1900
"BILIBIN, Ivan Yakovlevich","(b. 1876, Tarkhovka, d. 1942, Leningrad)",The Firebird,1901,Colour lithograph,Private collection,https://www.wga.hu/html/b/bilibin/firebird.html,graphics,other,Russian,1851-1900
"BILIBIN, Ivan Yakovlevich","(b. 1876, Tarkhovka, d. 1942, Leningrad)",The Red Horseman,1902,"Colour lithograph, 222 x 147 mm",Private collection,https://www.wga.hu/html/b/bilibin/redhorse.html,graphics,other,Russian,1851-1900
"BINDESBØLL, Thorvald","(b. 1846, København, d. 1908, København)",Dish,1895,"Glazed earthenware, diameter 45 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/bindesbo/thorvald/11design.html,ceramics,other,Danish,1851-1900
"BINDESBØLL, Thorvald","(b. 1846, København, d. 1908, København)",Beaker,1899,"Silver, parcel-gilt, height 10 cm","Victoria and Albert Museum, London",https://www.wga.hu/html/b/bindesbo/thorvald/12design.html,metalwork,other,Danish,1851-1900
"BINDESBØLL, Thorvald","(b. 1846, København, d. 1908, København)",Vases,1900,Earthenware,"Skagens Museum, Skagen",https://www.wga.hu/html/b/bindesbo/thorvald/13design.html,ceramics,other,Danish,1851-1900
"BINDESBØLL, Thorvald","(b. 1846, København, d. 1908, København)",Side chair,c. 1900,"Wood, leather, 86 x 55 x 51 cm",Private collection,https://www.wga.hu/html/b/bindesbo/thorvald/14design.html,furniture,other,Danish,1851-1900
